DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
PV2016_3024_15A0909,160941,Mk10,06:56:41 16-Dec-2016,Argos,B,52.6456,173.3004,1853,7725,444,91,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:11:34 16-Dec-2016,Argos,B,52.6500,173.3368,1405,51400,38,117,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:14:22 16-Dec-2016,Argos,B,52.6441,173.3480,1233,10804,140,117,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:26:07 16-Dec-2016,Argos,B,52.6450,173.3325,1445,33751,61,112,,,,,,
PV2016_3024_15A0909,160941,Mk10,09:20:24 16-Dec-2016,Argos,B,52.6398,173.3306,1709,5095,573,108,,,,,,
PV2016_3024_15A0909,160941,Mk10,15:15:42 16-Dec-2016,Argos,B,52.5755,173.3280,2420,8690,673,88,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:03:59 16-Dec-2016,Argos,B,52.5677,173.3351,3004,8677,1040,85,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:03:59 16-Dec-2016,Argos,B,52.5678,173.3330,2892,8959,933,87,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:27:34 16-Dec-2016,Argos,B,52.5634,173.3303,2870,9625,855,88,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:56:28 16-Dec-2016,Argos,B,52.5677,173.3316,2854,11000,740,89,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:42:26 16-Dec-2016,Argos,B,52.5801,173.3076,2822,12965,614,86,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:08:22 16-Dec-2016,Argos,B,52.6199,173.2185,1899,104512,34,78,,,,,,
PV2016_3024_15A0909,160941,Mk10,15:44:23 17-Dec-2016,Argos,B,52.5526,173.1224,4237,10556,1700,69,,,,,,
PV2016_3024_15A0909,160941,Mk10,16:45:15 17-Dec-2016,Argos,B,52.5736,173.1719,3225,20374,510,91,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:23:47 17-Dec-2016,Argos,B,52.5711,173.1677,3257,23042,460,92,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:20:32 17-Dec-2016,Argos,B,52.5749,173.1524,3227,21092,493,90,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:51:20 17-Dec-2016,Argos,B,52.5741,173.2631,1439,6113,338,179,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:02:07 17-Dec-2016,Argos,B,52.5831,173.2097,2101,8796,501,91,,,,,,
PV2016_3024_15A0909,160941,Mk10,21:34:48 17-Dec-2016,Argos,B,52.5912,173.2820,3571,8391,1519,98,,,,,,
PV2016_3024_15A0909,160941,Mk10,21:57:16 17-Dec-2016,Argos,B,52.6081,173.2166,2159,5475,850,78,,,,,,
PV2016_3024_15A0909,160941,Mk10,22:52:32 17-Dec-2016,Argos,B,52.6030,173.2270,1713,3628,809,96,,,,,,
PV2016_3024_15A0909,160941,Mk10,02:31:11 18-Dec-2016,Argos,B,52.6135,173.2977,2564,5270,1247,95,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:03:52 18-Dec-2016,Argos,B,52.5996,173.3061,3320,11492,959,89,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:49:03 18-Dec-2016,Argos,B,52.5981,173.3008,2980,8646,1027,84,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:09:57 18-Dec-2016,Argos,B,52.5822,173.3006,3053,8336,1117,87,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:12:18 18-Dec-2016,Argos,B,52.5611,173.2633,2721,5904,1254,104,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:54:26 20-Dec-2016,Argos,1,52.7161,173.9538,964,2533,367,52,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:17:17 20-Dec-2016,Argos,3,52.7258,173.9721,192,319,115,115,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:42:06 20-Dec-2016,Argos,3,52.7267,173.9705,132,574,30,94,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:06:51 20-Dec-2016,Argos,3,52.7253,173.9702,160,236,107,47,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:59:50 20-Dec-2016,Argos,B,52.7216,173.9778,1004,1646,611,90,,,,,,
PV2016_3024_15A0909,160941,Mk10,22:18:57 21-Dec-2016,Argos,B,52.7089,173.1416,14817,232112,945,156,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:10:59 25-Dec-2016,Argos,B,52.4677,173.1731,43711,,,,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:02:26 26-Dec-2016,Argos,B,52.4749,173.1648,42210,142156,12533,103,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:26:55 26-Dec-2016,Argos,B,52.4655,173.1059,41226,170635,9960,96,,,,,,
PV2016_3024_15A0909,160941,Mk10,09:17:40 26-Dec-2016,Argos,B,52.4804,173.1228,5410,17831,1641,93,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:10:34 26-Dec-2016,Argos,B,52.4866,173.0440,5031,23127,1094,81,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:50:45 26-Dec-2016,Argos,B,52.4967,173.0835,4463,16253,1225,81,,,,,,
PV2016_3024_15A0909,160941,Mk10,21:23:17 26-Dec-2016,Argos,B,52.5075,173.1025,4826,15456,1506,81,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:46:01 27-Dec-2016,Argos,B,52.5384,173.2035,5098,6646,3910,102,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:46:01 27-Dec-2016,Argos,B,52.5594,173.1746,4297,10479,1761,87,,,,,,
PV2016_3024_15A0909,160941,Mk10,21:48:29 27-Dec-2016,Argos,B,52.5642,173.1938,3629,9941,1324,68,,,,,,
PV2016_3024_15A0909,160941,Mk10,22:46:26 27-Dec-2016,Argos,B,52.5655,173.1958,2006,6857,587,102,,,,,,
PV2016_3024_15A0909,160941,Mk10,01:06:44 28-Dec-2016,Argos,B,52.5660,173.2217,2313,5364,997,94,,,,,,
PV2016_3024_15A0909,160941,Mk10,02:29:09 28-Dec-2016,Argos,B,52.5650,173.2263,2562,5050,1299,93,,,,,,
PV2016_3024_15A0909,160941,Mk10,02:53:18 28-Dec-2016,Argos,B,52.5556,173.2404,2500,4976,1255,87,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:30:36 28-Dec-2016,Argos,B,52.5588,173.2525,1948,37360,101,133,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:13:27 28-Dec-2016,Argos,B,52.5124,173.2996,1339,2531,708,120,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:08:14 28-Dec-2016,Argos,B,52.4960,173.3308,1003,45501,22,79,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:32:11 28-Dec-2016,Argos,B,52.4959,173.3300,1187,4249,331,80,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:36:36 28-Dec-2016,Argos,B,52.4759,173.3500,1945,3931,961,78,,,,,,
PV2016_3024_15A0909,160941,Mk10,09:17:29 28-Dec-2016,Argos,B,52.4787,173.3484,1418,8703,231,134,,,,,,
PV2016_3024_15A0909,160941,Mk10,14:39:00 28-Dec-2016,Argos,B,52.5056,173.4119,2207,5500,885,89,,,,,,
PV2016_3024_15A0909,160941,Mk10,15:02:32 28-Dec-2016,Argos,B,52.5338,173.3057,2214,7363,665,82,,,,,,
PV2016_3024_15A0909,160941,Mk10,16:16:26 28-Dec-2016,Argos,B,52.5902,173.3234,2038,20082,206,82,,,,,,
PV2016_3024_15A0909,160941,Mk10,16:37:24 28-Dec-2016,Argos,B,52.5390,173.3231,2294,7216,729,88,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:21:38 28-Dec-2016,Argos,B,52.5306,173.3504,2575,6220,1065,89,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:34:19 28-Dec-2016,Argos,B,52.5376,173.3467,2329,6234,869,103,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:40:15 28-Dec-2016,Argos,B,52.5382,173.3415,2120,4835,929,104,,,,,,
PV2016_3024_15A0909,160941,Mk10,21:26:29 28-Dec-2016,Argos,B,52.5298,173.3756,2663,4978,1423,98,,,,,,
PV2016_3024_15A0909,160941,Mk10,22:30:40 28-Dec-2016,Argos,B,52.5342,173.3590,2725,4651,1596,93,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:18:28 29-Dec-2016,Argos,B,52.5357,173.4153,3385,7353,1558,94,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:31:20 29-Dec-2016,Argos,B,52.5533,173.3478,2692,5889,1230,75,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:10:21 29-Dec-2016,Argos,B,52.5456,173.3798,3157,5404,1844,76,,,,,,
PV2016_3024_15A0909,160941,Mk10,14:25:00 29-Dec-2016,Argos,B,52.5673,173.4113,3541,11070,1132,81,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:47:34 29-Dec-2016,Argos,B,52.5330,173.2827,1743,24853,122,101,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:49:26 29-Dec-2016,Argos,B,52.5334,173.2853,1806,21963,148,101,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:15:07 29-Dec-2016,Argos,B,52.5294,173.2965,1478,5898,370,99,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:15:07 29-Dec-2016,Argos,B,52.5302,173.2970,1468,5798,371,98,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:54:08 29-Dec-2016,Argos,B,52.5246,173.2940,1946,4475,846,96,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:54:08 29-Dec-2016,Argos,B,52.5638,173.3653,3872,9394,1595,79,,,,,,
PV2016_3024_15A0909,160941,Mk10,21:10:19 29-Dec-2016,Argos,B,52.5374,173.3172,1494,5709,391,20,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:36:54 30-Dec-2016,Argos,B,52.4524,173.2005,2955,8458,1032,91,,,,,,
PV2016_3024_15A0909,160941,Mk10,15:35:32 30-Dec-2016,Argos,B,52.4677,173.2173,5031,13662,1852,78,,,,,,
PV2016_3024_15A0909,160941,Mk10,15:53:29 30-Dec-2016,Argos,B,52.4645,173.1581,1685,34653,81,122,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:15:57 30-Dec-2016,Argos,B,52.4781,173.1115,1330,3295,536,95,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:53:34 30-Dec-2016,Argos,B,52.4880,173.1043,1555,5463,442,85,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:46:34 30-Dec-2016,Argos,B,52.5239,173.1061,1615,78112,33,99,,,,,,
PV2016_3024_15A0909,160941,Mk10,21:27:26 30-Dec-2016,Argos,B,52.5146,173.1187,2531,7030,910,93,,,,,,
PV2016_3024_15A0909,160941,Mk10,22:33:58 30-Dec-2016,Argos,B,52.5210,173.1442,2625,6529,1055,98,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:17:52 31-Dec-2016,Argos,B,52.4889,173.2910,3181,5632,1796,80,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:17:52 31-Dec-2016,Argos,B,52.5500,173.1329,3574,8418,1516,98,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:34:53 31-Dec-2016,Argos,B,52.4302,173.4104,2357,108734,51,54,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:36:28 31-Dec-2016,Argos,A,52.4538,173.4551,486,1401,168,122,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:57:30 31-Dec-2016,Argos,B,52.4534,173.4552,733,1208,444,100,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:14:05 31-Dec-2016,Argos,2,52.4391,173.4975,460,1038,203,33,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:38:23 31-Dec-2016,Argos,2,52.4411,173.4945,431,2675,69,103,,,,,,
PV2016_3024_15A0909,160941,Mk10,09:55:24 31-Dec-2016,Argos,1,52.4452,173.5391,581,5535,61,84,,,,,,
PV2016_3024_15A0909,160941,Mk10,15:40:13 31-Dec-2016,Argos,1,52.4932,173.6301,602,5252,68,108,,,,,,
PV2016_3024_15A0909,160941,Mk10,16:48:09 31-Dec-2016,Argos,B,52.4976,173.6512,2951,4750,1833,86,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:53:06 31-Dec-2016,Argos,B,52.4999,173.6638,3662,7901,1696,77,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:03:53 31-Dec-2016,Argos,B,52.5021,173.6776,4274,9404,1942,80,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:29:07 31-Dec-2016,Argos,2,52.5001,173.6642,262,1774,38,102,,,,,,
PV2016_3024_15A0909,160941,Mk10,21:11:17 31-Dec-2016,Argos,B,52.5014,173.6633,1506,25621,88,107,,,,,,
PV2016_3024_15A0909,160941,Mk10,01:34:55 01-Jan-2017,Argos,A,52.4942,173.6384,440,3326,58,64,,,,,,
PV2016_3024_15A0909,160941,Mk10,15:40:14 01-Jan-2017,Argos,B,52.4801,173.5740,3860,6002,2482,92,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:56:16 02-Jan-2017,Argos,B,52.5283,173.4346,5076,12504,2060,63,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:14:29 02-Jan-2017,Argos,2,52.4428,173.4758,251,723,86,102,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:03:47 02-Jan-2017,Argos,B,52.4423,173.4772,1137,2702,478,51,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:08:21 02-Jan-2017,Argos,A,52.4431,173.4803,379,2731,52,87,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:57:20 02-Jan-2017,Argos,B,52.4411,173.4799,742,9925,55,101,,,,,,
PV2016_3024_15A0909,160941,Mk10,21:36:47 02-Jan-2017,Argos,B,52.4418,173.4897,1508,2986,761,97,,,,,,
PV2016_3024_15A0909,160941,Mk10,22:29:39 02-Jan-2017,Argos,B,52.4396,173.4958,1786,3197,997,96,,,,,,
PV2016_3024_15A0909,160941,Mk10,01:16:57 03-Jan-2017,Argos,3,52.4425,173.4714,168,493,57,93,,,,,,
PV2016_3024_15A0909,160941,Mk10,02:56:18 03-Jan-2017,Argos,3,52.4420,173.4740,156,652,37,83,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:04:49 03-Jan-2017,Argos,B,52.4416,173.4745,1103,1952,623,88,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:39:42 03-Jan-2017,Argos,B,52.4417,173.4747,1343,2246,802,89,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:00:56 03-Jan-2017,Argos,3,52.4422,173.4746,169,232,122,63,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:27:29 03-Jan-2017,Argos,B,52.4414,173.4730,541,1235,237,124,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:44:10 03-Jan-2017,Argos,B,52.4420,173.4724,475,5413,41,79,,,,,,
PV2016_3024_15A0909,160941,Mk10,01:02:08 04-Jan-2017,Argos,B,52.4049,173.4294,2387,49455,115,49,,,,,,
PV2016_3024_15A0909,160941,Mk10,02:43:24 04-Jan-2017,Argos,B,52.4127,173.4328,2441,7954,748,60,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:48:26 04-Jan-2017,Argos,3,52.4440,173.4745,192,267,138,99,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:57:10 04-Jan-2017,Argos,2,52.4453,173.4764,290,387,217,172,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:20:51 04-Jan-2017,Argos,3,52.4447,173.4741,217,806,58,76,,,,,,
PV2016_3024_15A0909,160941,Mk10,16:45:09 04-Jan-2017,Argos,B,52.5002,173.5468,7548,13450,4236,87,,,,,,Lat > 4 deviations from mean
PV2016_3024_15A0909,160941,Mk10,18:21:11 04-Jan-2017,Argos,B,52.4490,173.4474,6623,9535,4600,107,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:42:54 04-Jan-2017,Argos,B,52.4490,173.4487,5639,10532,3019,122,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:09:23 04-Jan-2017,Argos,B,52.4688,173.4455,2145,8158,563,104,,,,,,
PV2016_3024_15A0909,160941,Mk10,21:37:04 04-Jan-2017,Argos,B,52.4606,173.4299,2644,6337,1103,103,,,,,,
PV2016_3024_15A0909,160941,Mk10,02:29:34 05-Jan-2017,Argos,B,52.4294,173.4093,3051,6289,1480,87,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:15:48 05-Jan-2017,Argos,B,52.4421,173.4378,3096,7821,1225,94,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:37:15 05-Jan-2017,Argos,3,52.4435,173.4748,210,318,138,93,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:58:48 05-Jan-2017,Argos,3,52.4428,173.4694,183,313,106,65,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:08:02 05-Jan-2017,Argos,B,52.4417,173.4674,1144,22882,57,70,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:24:27 05-Jan-2017,Argos,B,52.4438,173.4716,546,3741,79,97,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:38:25 05-Jan-2017,Argos,B,52.4434,173.4710,1097,4614,260,98,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:06:50 05-Jan-2017,Argos,B,52.4436,173.4720,1571,3238,762,99,,,,,,
PV2016_3024_15A0909,160941,Mk10,01:21:55 06-Jan-2017,Argos,B,52.4440,173.4764,3889,5582,2708,122,,,,,,
PV2016_3024_15A0909,160941,Mk10,02:24:50 06-Jan-2017,Argos,1,52.4489,173.4499,508,4181,61,93,,,,,,
PV2016_3024_15A0909,160941,Mk10,02:49:37 06-Jan-2017,Argos,B,52.4492,173.4520,797,1668,380,91,,,,,,
PV2016_3024_15A0909,160941,Mk10,02:51:20 06-Jan-2017,Argos,B,52.4484,173.4748,741,936,586,94,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:03:21 06-Jan-2017,Argos,B,52.4526,173.4416,1331,2768,640,91,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:30:03 06-Jan-2017,Argos,B,52.4547,173.4700,1459,13162,161,141,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:32:43 06-Jan-2017,Argos,B,52.4465,173.4774,287,855,96,28,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:34:14 06-Jan-2017,Argos,B,52.4456,173.4772,769,5014,117,148,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:08:57 06-Jan-2017,Argos,B,52.4438,173.4753,597,10252,34,89,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:10:29 06-Jan-2017,Argos,B,52.4437,173.4784,1236,9187,166,89,,,,,,
PV2016_3024_15A0909,160941,Mk10,14:33:57 06-Jan-2017,Argos,2,52.4391,173.4821,341,589,197,131,,,,,,
PV2016_3024_15A0909,160941,Mk10,01:02:29 07-Jan-2017,Argos,B,52.4468,173.4872,3708,89083,154,87,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:05:50 07-Jan-2017,Argos,B,52.4463,173.4905,4522,16210,1261,88,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:15:08 07-Jan-2017,Argos,B,52.4465,173.4908,2423,7826,750,87,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:03:38 07-Jan-2017,Argos,B,52.4477,173.5021,1017,2025,510,175,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:32:13 07-Jan-2017,Argos,1,52.4470,173.4626,721,7582,68,100,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:50:31 07-Jan-2017,Argos,1,52.4472,173.4542,1366,15332,121,104,,,,,,
PV2016_3024_15A0909,160941,Mk10,21:23:25 07-Jan-2017,Argos,A,52.4404,173.4716,337,821,137,84,,,,,,
PV2016_3024_15A0909,160941,Mk10,22:16:36 07-Jan-2017,Argos,A,52.4437,173.4692,169,948,30,98,,,,,,
PV2016_3024_15A0909,160941,Mk10,22:58:38 07-Jan-2017,Argos,B,52.4440,173.4707,903,1502,542,90,,,,,,
PV2016_3024_15A0909,160941,Mk10,02:00:49 08-Jan-2017,Argos,3,52.4406,173.4723,142,504,39,84,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:07:52 08-Jan-2017,Argos,B,52.4508,173.4546,1449,2416,868,82,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:22:06 08-Jan-2017,Argos,A,52.4412,173.4716,172,778,38,86,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:51:32 08-Jan-2017,Argos,B,52.5030,173.4365,2067,7354,581,89,,,,,,Lat > 4 deviations from mean
PV2016_3024_15A0909,160941,Mk10,17:28:38 08-Jan-2017,Argos,A,52.4697,173.3793,694,2507,192,161,,,,,,Lat > 4 deviations from mean
PV2016_3024_15A0909,160941,Mk10,17:31:23 08-Jan-2017,Argos,2,52.4284,173.4078,299,1569,57,96,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:33:55 08-Jan-2017,Argos,1,52.4300,173.4029,628,8184,48,79,,,,,,
PV2016_3024_15A0909,160941,Mk10,01:46:33 09-Jan-2017,Argos,B,52.4433,173.4188,3359,39605,284,42,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:56:24 09-Jan-2017,Argos,B,52.4312,173.4099,1255,47613,33,85,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:30:48 09-Jan-2017,Argos,A,52.4377,173.3892,358,752,170,143,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:39:22 09-Jan-2017,Argos,B,52.4367,173.3899,755,1054,540,106,,,,,,
PV2016_3024_15A0909,160941,Mk10,01:32:42 10-Jan-2017,Argos,A,52.4462,173.4266,182,235,140,121,,,,,,
PV2016_3024_15A0909,160941,Mk10,15:16:15 11-Jan-2017,Argos,3,52.4416,173.4711,128,353,46,104,,,,,,
PV2016_3024_15A0909,160941,Mk10,16:04:02 11-Jan-2017,Argos,B,52.4414,173.4865,656,4221,101,120,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:03:11 11-Jan-2017,Argos,B,52.4482,173.4856,1114,2290,541,96,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:42:44 11-Jan-2017,Argos,0,52.4460,173.4897,1864,89523,38,79,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:53:21 11-Jan-2017,Argos,A,52.4427,173.4738,422,1776,100,109,,,,,,
PV2016_3024_15A0909,160941,Mk10,01:14:24 12-Jan-2017,Argos,2,52.4436,173.4734,388,1235,122,99,,,,,,
PV2016_3024_15A0909,160941,Mk10,02:55:51 12-Jan-2017,Argos,B,52.4490,173.4747,2414,24815,234,84,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:36:47 12-Jan-2017,Argos,B,52.4516,173.4751,3632,8791,1500,89,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:02:28 12-Jan-2017,Argos,B,52.4437,173.4688,1279,37200,44,98,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:25:58 12-Jan-2017,Argos,B,52.4450,173.4804,1017,9605,107,111,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:42:31 12-Jan-2017,Argos,A,52.4438,173.4761,169,480,59,67,,,,,,
PV2016_3024_15A0909,160941,Mk10,09:13:32 12-Jan-2017,Argos,B,52.4617,173.4740,1262,6025,264,80,,,,,,
PV2016_3024_15A0909,160941,Mk10,01:06:30 13-Jan-2017,Argos,B,52.5084,173.4979,3854,5096,2913,78,,,,,,Lat > 4 deviations from mean
PV2016_3024_15A0909,160941,Mk10,02:37:22 13-Jan-2017,Argos,1,52.4415,173.5013,521,10046,27,79,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:44:00 13-Jan-2017,Argos,3,52.4380,173.4899,163,286,92,45,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:56:55 13-Jan-2017,Argos,3,52.4403,173.4959,134,327,54,70,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:17:35 13-Jan-2017,Argos,B,52.4384,173.4843,638,1127,361,66,,,,,,
PV2016_3024_15A0909,160941,Mk10,14:53:38 13-Jan-2017,Argos,B,52.3919,173.2854,2134,32220,141,173,,,,,,
PV2016_3024_15A0909,160941,Mk10,01:52:09 17-Jan-2017,Argos,2,52.4416,173.4709,360,1267,102,64,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:03:23 17-Jan-2017,Argos,1,52.4372,173.4601,933,4388,198,108,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:52:03 17-Jan-2017,Argos,B,52.4333,173.4796,1069,2315,493,2,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:56:38 17-Jan-2017,Argos,2,52.4422,173.4693,289,523,159,76,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:44:25 17-Jan-2017,Argos,2,52.4499,173.4561,352,1221,101,100,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:50:01 17-Jan-2017,Argos,B,52.4487,173.4564,509,998,259,93,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:39:48 17-Jan-2017,Argos,2,52.4388,173.4948,397,1121,140,103,,,,,,
PV2016_3024_15A0909,160941,Mk10,01:40:46 18-Jan-2017,Argos,1,52.4422,173.4896,679,1011,455,36,,,,,,
PV2016_3024_15A0909,160941,Mk10,02:52:41 18-Jan-2017,Argos,B,52.4454,173.4953,3269,10920,978,141,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:32:47 18-Jan-2017,Argos,B,52.4417,173.4923,1171,20686,66,114,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:27:00 18-Jan-2017,Argos,3,52.4437,173.4996,141,236,84,96,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:05:27 18-Jan-2017,Argos,1,52.4392,173.4962,592,1150,304,90,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:08:55 18-Jan-2017,Argos,B,52.4412,173.4894,808,1592,409,49,,,,,,
PV2016_3024_15A0909,160941,Mk10,15:29:22 19-Jan-2017,Argos,2,52.4760,173.5920,463,2063,103,79,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:03:54 19-Jan-2017,Argos,B,52.4723,173.5929,1685,3106,913,108,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:57:59 19-Jan-2017,Argos,B,52.4726,173.5916,2439,6326,939,85,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:33:36 19-Jan-2017,Argos,B,52.4714,173.5915,2672,7861,908,88,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:46:48 19-Jan-2017,Argos,B,52.4714,173.5902,1395,4096,475,94,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:14:45 19-Jan-2017,Argos,B,52.4732,173.5865,1087,26140,45,73,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:30:10 19-Jan-2017,Argos,1,52.4698,173.5992,637,19664,20,105,,,,,,
PV2016_3024_15A0909,160941,Mk10,21:09:05 19-Jan-2017,Argos,B,52.4699,173.5981,1477,2684,812,95,,,,,,
PV2016_3024_15A0909,160941,Mk10,22:18:38 19-Jan-2017,Argos,B,52.4690,173.5985,1811,3358,976,95,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:09:15 20-Jan-2017,Argos,B,52.4710,173.5911,2592,7459,900,74,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:23:47 20-Jan-2017,Argos,B,52.4729,173.5920,2626,7601,907,74,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:27:36 20-Jan-2017,Argos,B,52.4720,173.5910,2729,6645,1120,76,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:58:29 20-Jan-2017,Argos,0,52.4983,173.6169,2476,33615,182,90,,,,,,
